year,STATE,DISTRICT,ASSESSMENT_UNIT,Recharge,Available,Extraction,Stage 
2016-17,ANDAMAN AND NICOBAR ISLANDS,N & M ANDAMAN,,0.0,0.0,,
2016-17,ANDAMAN AND NICOBAR ISLANDS,NICOBAR,,0.0,0.0,,
2016-17,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,,0.0,0.0,,
2016-17,ANDHRA PRADESH,Ananthapuramu,,30531.44,29004.72,1448.45,43.48
2016-17,ANDHRA PRADESH,Chittoor,,8846.2,8403.84,209.78,32.31
2016-17,ANDHRA PRADESH,East Godavari,,217863.75,206970.43,2450.2,19.15
2016-17,ANDHRA PRADESH,Guntur,,166582.52,158253.35,9829.08,28.08
2016-17,ANDHRA PRADESH,Krishna,,258428.97,245507.3,6794.82,27.21
2016-17,ANDHRA PRADESH,Kurnool,,129367.61,122898.92,480.71,14.41
2016-17,ANDHRA PRADESH,Prakasam,,49862.81,47369.41,804.35,24.69(%)
2016-17,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,,171304.49,162739.22,1670.76,22.56
2016-17,ANDHRA PRADESH,Srikakulam,,58186.8,55277.3,2425.53,16.84
2016-17,ANDHRA PRADESH,Visakhapatnam,,23749.47,22561.73,1262.6,12.3
2016-17,ANDHRA PRADESH,Vizianagaram,,108475.16,103051.01,348.14,10.04
2016-17,ANDHRA PRADESH,West Godavari,,91665.87,87082.66,913.12,8.16
2016-17,ANDHRA PRADESH,Y.S.R Kadapa,,67735.69,64348.75,1710.72,45.46
2016-17,ARUNACHAL PRADESH,ANJAW,,0.0,0.0,,
2016-17,ARUNACHAL PRADESH,CHANGLANG,,0.0,0.0,,
2016-17,ARUNACHAL PRADESH,DIBANG VALLEY,,0.0,0.0,,
2016-17,ARUNACHAL PRADESH,EAST KAMENG,,0.0,0.0,,
2016-17,ARUNACHAL PRADESH,EAST SIANG,,0.0,0.0,,
2016-17,ARUNACHAL PRADESH,KURUNG KUMEY,,0.0,0.0,,
2016-17,ARUNACHAL PRADESH,LOHIT,,0.0,0.0,,
2016-17,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,,0.0,0.0,,
2016-17,ARUNACHAL PRADESH,LOWER SUBANSIRI,,0.0,0.0,,
2016-17,ARUNACHAL PRADESH,PAPUM PARE,,0.0,0.0,,
2016-17,ARUNACHAL PRADESH,TAWANG,,0.0,0.0,,
2016-17,ARUNACHAL PRADESH,TIRAP,,0.0,0.0,,
2016-17,ARUNACHAL PRADESH,UPPER SIANG,,0.0,0.0,,
2016-17,ARUNACHAL PRADESH,UPPER SUBANSIRI,,0.0,0.0,,
2016-17,ARUNACHAL PRADESH,WEST KAMENG,,0.0,0.0,,
2016-17,ARUNACHAL PRADESH,WEST SIANG,,0.0,0.0,,
2016-17,BIHAR,ARARIA,,0.0,0.0,,
2016-17,BIHAR,ARWAL,,0.0,0.0,,
2016-17,BIHAR,AURANGABAD,,0.0,0.0,,
2016-17,BIHAR,BANKA,,0.0,0.0,,
2016-17,BIHAR,BEGUSARAI,,0.0,0.0,,
2016-17,BIHAR,BHAGALPUR,,0.0,0.0,,
2016-17,BIHAR,BHOJPUR,,0.0,0.0,,
2016-17,BIHAR,BUXAR,,0.0,0.0,,
2016-17,BIHAR,DARBHANGA,,0.0,0.0,,
2016-17,BIHAR,EAST CHAMPARAN,,0.0,0.0,,
2016-17,BIHAR,GAYA,,0.0,0.0,,
2016-17,BIHAR,GOPALGANJ,,0.0,0.0,,
2016-17,BIHAR,JAMUI,,0.0,0.0,,
2016-17,BIHAR,JEHANABAD,,0.0,0.0,,
2016-17,BIHAR,KAIMUR,,0.0,0.0,,
2016-17,BIHAR,KATIHAR,,0.0,0.0,,
2016-17,BIHAR,KHAGARIA,,0.0,0.0,,
2016-17,BIHAR,KISHANGANJ,,0.0,0.0,,
2016-17,BIHAR,LAKHISARAI,,0.0,0.0,,
2016-17,BIHAR,MADHEPURA,,0.0,0.0,,
2016-17,BIHAR,MADHUBANI,,0.0,0.0,,
2016-17,BIHAR,MUNGER,,0.0,0.0,,
2016-17,BIHAR,MUZAFFARPUR,,0.0,0.0,,
2016-17,BIHAR,NALANDA,,0.0,0.0,,
2016-17,BIHAR,NAWADA,,0.0,0.0,,
2016-17,BIHAR,PATNA,,0.0,0.0,,
2016-17,BIHAR,PURNEA,,0.0,0.0,,
2016-17,BIHAR,ROHTAS,,0.0,0.0,,
2016-17,BIHAR,SAHARSA,,0.0,0.0,,
2016-17,BIHAR,SAMASTIPUR,,0.0,0.0,,
2016-17,BIHAR,SARAN,,0.0,0.0,,
2016-17,BIHAR,SHEIKHPURA,,0.0,0.0,,
2016-17,BIHAR,SHEOHAR,,0.0,0.0,,
2016-17,BIHAR,SITAMARHI,,0.0,0.0,,
2016-17,BIHAR,SIWAN,,0.0,0.0,,
2016-17,BIHAR,SUPAUL,,0.0,0.0,,
2016-17,BIHAR,VAISHALI,,0.0,0.0,,
2016-17,BIHAR,WEST CHAMPARAN,,0.0,0.0,,
2016-17,CHHATTISGARH,BALOD,,17292.86,15563.58,719.85,50.56
2016-17,CHHATTISGARH,BALODA BAZAR,,30685.56,27617.0,1730.51,44.17
2016-17,CHHATTISGARH,BALRAMPUR,,2998.34,2698.5,55.77,25.16
2016-17,CHHATTISGARH,BASTAR,,1025.45,931.69,31.56,70.78
2016-17,CHHATTISGARH,BEMETARA,,17607.22,15846.49,409.41,49.84
2016-17,CHHATTISGARH,BIJAPUR,,15.33,13.8,0.12,15.0
2016-17,CHHATTISGARH,BILASPUR,,13669.15,12302.22,777.96,38.77
2016-17,CHHATTISGARH,DANTEWADA,,49.4,44.46,0.11,0.25
2016-17,CHHATTISGARH,DHAMTARI,,24814.26,22332.82,658.15,81.34
2016-17,CHHATTISGARH,DURG,,14624.09,13161.68,495.49,60.19
2016-17,CHHATTISGARH,GARIABAND,,11646.75,10482.07,279.31,55.97
2016-17,CHHATTISGARH,JANJGIR-CHAMPA,,29152.2,26431.63,1974.06,43.17
2016-17,CHHATTISGARH,JASHPUR,,1427.01,1284.3,38.49,27.04
2016-17,CHHATTISGARH,KABIRDHAM,,10262.68,9236.41,183.7,146.54
2016-17,CHHATTISGARH,KANKER,,6544.25,5889.81,57.47,78.16
2016-17,CHHATTISGARH,KONDAGAON,,1944.08,1790.22,48.87,113.2
2016-17,CHHATTISGARH,KORBA,,1127.78,1015.0,31.91,137.32
2016-17,CHHATTISGARH,KOREA,,7016.44,6314.81,74.33,19.27
2016-17,CHHATTISGARH,MAHASAMUND,,14534.55,13081.1,324.54,39.53
2016-17,CHHATTISGARH,MUNGELI,,9015.87,8114.27,397.71,46.9
2016-17,CHHATTISGARH,NARAYANPUR,,561.45,505.31,6.76,8.3
2016-17,CHHATTISGARH,RAIGARH,,5483.03,4934.73,208.59,58.58
2016-17,CHHATTISGARH,RAIPUR,,25886.93,23509.16,936.51,82.36
2016-17,CHHATTISGARH,RAJNANDGAON,,21065.4,18958.87,425.8,92.85
2016-17,CHHATTISGARH,SUKMA,,332.38,299.14,1.01,0.34
2016-17,CHHATTISGARH,SURAJPUR,,3973.57,3576.22,104.21,64.16
2016-17,CHHATTISGARH,SURGUJA,,5210.73,4689.65,188.24,43.85
2016-17,DADRA AND NAGAR HAVELI,DADRA NAGAR HAVELI,,2638.06,2374.26,533.59,47.33
2016-17,DAMAN AND DIU,DAMAN,,2655.31,2522.54,0.0,122.18
2016-17,DAMAN AND DIU,DIU,,245.37,233.11,0.0,18.1
2016-17,DELHI,CENTRAL,,0.0,0.0,,
2016-17,DELHI,EAST,,0.0,0.0,,
2016-17,DELHI,NAZUL LAND,,0.0,0.0,,
2016-17,DELHI,NEW DELHI,,0.0,0.0,,
2016-17,DELHI,NORTH,,0.0,0.0,,
2016-17,DELHI,NORTH EAST,,0.0,0.0,,
2016-17,DELHI,NORTH WEST,,0.0,0.0,,
2016-17,DELHI,SHAHDARA,,0.0,0.0,,
2016-17,DELHI,SOUTH,,0.0,0.0,,
2016-17,DELHI,SOUTH EAST,,0.0,0.0,,
2016-17,DELHI,SOUTH WEST,,0.0,0.0,,
2016-17,DELHI,WEST,,0.0,0.0,,
2016-17,GOA,GOA NORTH,,3468.29,2774.63,211.46,13.46
2016-17,GOA,SOUTH GOA,,2504.03,2003.24,167.01,13.48
2016-17,GUJARAT,AHMEDABAD,,64424.65,60608.76,676.51,64.6
2016-17,GUJARAT,AMRELI,,156003.75,148203.56,202.83,50.5
2016-17,GUJARAT,ANAND,,104210.96,97060.64,3969.68,27.14
2016-17,GUJARAT,ARVALLI,,80441.65,72750.79,1829.47,46.78
2016-17,GUJARAT,BANASKANTHA,,117274.49,106926.75,3762.13,124.71
2016-17,GUJARAT,BHARUCH,,86406.75,77766.09,1083.63,21.22
2016-17,GUJARAT,BHAVNAGAR,,102503.08,97377.93,64.85,43.4
2016-17,GUJARAT,BOTAD,,49527.75,47051.37,0.0,48.99
2016-17,GUJARAT,CHHOTA UDEPUR,,54191.58,49296.6,1727.58,41.31
2016-17,GUJARAT,DAHOD,,51718.21,47233.87,4576.15,27.19
2016-17,GUJARAT,DANG,,31946.72,28752.05,452.4,7.75
2016-17,GUJARAT,DEVBHUMI DWARKA,,44758.75,42520.82,1355.95,60.77
2016-17,GUJARAT,GANDHINAGAR,,52879.04,47591.13,1384.1,123.42
2016-17,GUJARAT,GIR SOMNATH,,60828.9,57787.45,2213.88,49.31
2016-17,GUJARAT,JAMNAGAR,,170703.93,162168.73,2122.61,33.06
2016-17,GUJARAT,JUNAGADH,,89368.93,81114.63,1904.93,76.58
2016-17,GUJARAT,KACHCHH,,85151.07,78772.82,867.2,73.38
2016-17,GUJARAT,KHEDA,,153648.53,145966.11,3091.16,38.17
2016-17,GUJARAT,MAHESANA,,112212.1,100990.88,2980.5,103.06
2016-17,GUJARAT,MAHISAGAR,,31445.22,28300.71,672.87,38.19
2016-17,GUJARAT,MORBI,,60939.05,57889.36,1383.99,47.74
2016-17,GUJARAT,NARMADA,,39578.5,36570.29,463.52,50.59
2016-17,GUJARAT,NAVSARI,,67903.05,62401.36,2293.87,34.48
2016-17,GUJARAT,PANCHMAHAL,,47556.98,43355.78,1775.6,25.85
2016-17,GUJARAT,PATAN,,36575.33,34172.18,500.63,117.83
2016-17,GUJARAT,PORBANDAR,,26445.42,25123.16,345.88,57.63
2016-17,GUJARAT,RAJKOT,,190642.24,181110.14,6381.45,58.66
2016-17,GUJARAT,SABARKANTHA,,74769.23,67292.3,1824.53,75.66
2016-17,GUJARAT,SURAT,,120453.3,111037.35,3362.62,29.18
2016-17,GUJARAT,SURENDRANAGAR,,80498.67,76473.7,629.67,38.62
2016-17,GUJARAT,TAPI,,63341.02,58213.18,500.65,32.02
2016-17,GUJARAT,VADODARA,,105687.18,97843.85,2179.84,58.76
2016-17,GUJARAT,VALSAD,,66848.08,60801.57,5218.47,30.62
2016-17,HARYANA,AMBALA,,48026.5,43223.85,6649.27,124.13
2016-17,HARYANA,BHIWANI,,41806.87,38137.49,2612.0,109.98
2016-17,HARYANA,CHARKHI DADRI,,19351.71,17416.55,1246.79,139.06
2016-17,HARYANA,FARIDABAD,,16273.07,14846.69,919.22,126.11
2016-17,HARYANA,FATEHABAD,,59475.5,53527.95,1625.52,169.74
2016-17,HARYANA,GURGAON,,22691.38,20422.22,2232.48,202.83
2016-17,HARYANA,HISAR,,58878.39,53589.37,366.2,90.7
2016-17,HARYANA,JHAJJAR,,36956.35,34041.52,313.94,46.38
2016-17,HARYANA,JIND,,85663.84,77097.46,3359.02,112.84
2016-17,HARYANA,KAITHAL,,60214.66,54755.51,4169.87,207.58
2016-17,HARYANA,KARNAL,,80694.58,73089.98,6231.32,167.99
2016-17,HARYANA,KURUKSHETRA,,38918.56,35241.04,6322.97,245.96
2016-17,HARYANA,MAHENDRAGARH,,28468.55,25621.68,2477.93,106.44
2016-17,HARYANA,MEWAT,,19582.08,17623.87,1696.15,80.81
2016-17,HARYANA,PALWAL,,38736.03,34862.42,3318.43,98.82
2016-17,HARYANA,PANCHKULA,,15252.36,14003.0,1257.5,62.21
2016-17,HARYANA,PANIPAT,,35600.98,32040.86,2440.66,176.28
2016-17,HARYANA,REWARI,,30921.29,27829.17,2037.47,126.93
2016-17,HARYANA,ROHTAK,,32434.15,29746.59,435.65,49.65
2016-17,HARYANA,SIRSA,,60564.6,54746.44,1854.48,149.58
2016-17,HARYANA,SONIPAT,,64679.28,59355.16,2516.63,110.3
2016-17,HARYANA,YAMUNA NAGAR,,57510.26,51759.23,7801.56,149.25
2016-17,HIMACHAL PRADESH,BALH VALLEY,,0.0,0.0,,
2016-17,HIMACHAL PRADESH,BILASPUR,,,0.0,,
2016-17,HIMACHAL PRADESH,CHAMBA,,,0.0,,
2016-17,HIMACHAL PRADESH,CHAUNTRA VALLEY,,0.0,0.0,,
2016-17,HIMACHAL PRADESH,DHARAMSHALA PALAMPUR VALLEY,,0.0,0.0,,
2016-17,HIMACHAL PRADESH,HAMIRPUR,,,0.0,,
2016-17,HIMACHAL PRADESH,HUM VALLEY,,80.08,72.07,,
2016-17,HIMACHAL PRADESH,KALA AMB VALLEY,,0.0,0.0,,
2016-17,HIMACHAL PRADESH,KANGRA,,,0.0,,
2016-17,HIMACHAL PRADESH,KINNAUR,,,0.0,,
2016-17,HIMACHAL PRADESH,KULLU,,,0.0,,
2016-17,HIMACHAL PRADESH,LAHUL & SPITI,,,0.0,,
2016-17,HIMACHAL PRADESH,MANDI,,,0.0,,
2016-17,HIMACHAL PRADESH,NALAGARH VALLEY,,7508.51,6757.66,,
2016-17,HIMACHAL PRADESH,NURPUR & INDAURA vALLEY,,12346.09,11111.48,,
2016-17,HIMACHAL PRADESH,POANTA VALLEY,,166.46,149.81,,
2016-17,HIMACHAL PRADESH,SHIMLA,,,0.0,,
2016-17,HIMACHAL PRADESH,SIRMAUR,,,0.0,,
2016-17,HIMACHAL PRADESH,SOLAN,,,0.0,,
2016-17,HIMACHAL PRADESH,UNA,,,0.0,,
2016-17,HIMACHAL PRADESH,UNA VALLEY BEAS CATCHMENT,,0.0,0.0,,
2016-17,HIMACHAL PRADESH,UNA VALLEY SUTLEJ CATCHMENT,,861.85,775.66,,
2016-17,JAMMU AND KASHMIR,Bandipora,,0.0,0.0,,
2016-17,JAMMU AND KASHMIR,Doda,,0.0,0.0,,
2016-17,JAMMU AND KASHMIR,Jammu,,47222.12,42499.91,7409.55,40.58
2016-17,JAMMU AND KASHMIR,Kishtwar,,0.0,0.0,,
2016-17,JAMMU AND KASHMIR,Poonch,,0.0,0.0,,
2016-17,JAMMU AND KASHMIR,Pulwama,,0.0,0.0,,
2016-17,JAMMU AND KASHMIR,Rajouri,,3140.45,2826.4,375.26,13.28
2016-17,JAMMU AND KASHMIR,Samba,,14761.2,13285.08,1303.49,19.79
2016-17,JAMMU AND KASHMIR,Shopian,,0.0,0.0,,
2016-17,JAMMU AND KASHMIR,Srinagar,,0.0,0.0,,
2016-17,JHARKHAND,BOKARO,,0.0,0.0,0.0,0.0
2016-17,JHARKHAND,CHATRA,,0.0,0.0,0.0,0.0
2016-17,JHARKHAND,DEOGHAR,,0.0,0.0,0.0,0.0
2016-17,JHARKHAND,DHANBAD,,0.9,0.81,0.0,0.0
2016-17,JHARKHAND,DUMKA,,97.01,87.31,0.0,0.0
2016-17,JHARKHAND,EAST SINGHBHUM,,0.0,0.0,0.0,0.0
2016-17,JHARKHAND,GARHWA,,5.21,4.69,0.0,0.0
2016-17,JHARKHAND,GIRIDIH,,12.81,11.51,0.0,0.0
2016-17,JHARKHAND,GODDA,,73.71,66.34,0.0,0.0
2016-17,JHARKHAND,GUMLA,,0.0,0.0,0.0,0.0
2016-17,JHARKHAND,HAZARIBAGH,,0.0,0.0,0.0,0.0
2016-17,JHARKHAND,JAMTARA,,15.6,14.04,,
2016-17,JHARKHAND,KHUNTI,,0.0,0.0,0.0,0.0
2016-17,JHARKHAND,KODERMA,,1.12,1.01,,
2016-17,JHARKHAND,LATEHAR,,0.0,0.0,0.0,0.0
2016-17,JHARKHAND,LOHARDAGA,,0.0,0.0,0.0,0.0
2016-17,JHARKHAND,PAKUR,,0.0,0.0,0.0,0.0
2016-17,JHARKHAND,PALAMAU,,18.6,16.74,0.0,0.0
2016-17,JHARKHAND,RAMGARH,,0.0,0.0,0.0,0.0
2016-17,JHARKHAND,RANCHI,,40.53,36.48,0.0,0.0
2016-17,JHARKHAND,SAHEBGANJ,,2.65,2.39,0.0,0.0
2016-17,JHARKHAND,SARAIKELA KHARSAWAN,,0.0,0.0,0.0,0.0
2016-17,JHARKHAND,SIMDEGA,,0.0,0.0,0.0,0.0
2016-17,JHARKHAND,WEST SINGHBHUM,,181.55,163.39,0.0,0.0
2016-17,KARNATAKA,Bagalkot,,14241.66,12867.63,1260.44,84.1
2016-17,KARNATAKA,Ballari,,36477.34,32829.61,1537.02,31.78
2016-17,KARNATAKA,Belagavi,,26175.37,23819.65,3824.81,67.56
2016-17,KARNATAKA,Bengaluru (Rural),,,,,
2016-17,KARNATAKA,Bengaluru (Urban),,,,,
2016-17,KARNATAKA,Bengaluru South,,3411.99,3070.79,27.7,56.3
2016-17,KARNATAKA,Bidar,,2242.99,2066.09,2.92,79.02
2016-17,KARNATAKA,Chamarajanagara,,14230.88,12807.79,897.65,88.26
2016-17,KARNATAKA,Chikkaballapura,,,,,
2016-17,KARNATAKA,Chikkamagaluru,,4072.18,3664.96,300.0,18.42
2016-17,KARNATAKA,Chitradurga,,1501.9,1351.71,147.13,298.35
2016-17,KARNATAKA,Dakshina Kannada,,,,,
2016-17,KARNATAKA,Davanagere,,33582.68,31057.75,812.64,44.27
2016-17,KARNATAKA,Dharwad,,4961.98,4465.78,755.56,62.2
2016-17,KARNATAKA,Gadag,,4127.88,3715.09,526.17,85.63
2016-17,KARNATAKA,Hassan,,37263.67,33537.3,933.69,29.9
2016-17,KARNATAKA,Haveri,,27129.14,24643.5,953.51,38.86
2016-17,KARNATAKA,Kalburgi,,10544.46,9490.01,255.73,12.37
2016-17,KARNATAKA,Kodagu,,668.55,601.7,17.55,46.78
2016-17,KARNATAKA,Kolara,,,,,
2016-17,KARNATAKA,Koppal,,22000.2,19800.18,616.24,12.62
2016-17,KARNATAKA,Mandya,,58144.84,52330.35,2774.83,44.53
2016-17,KARNATAKA,Mysuru,,46143.58,41529.23,2871.97,31.6
2016-17,KARNATAKA,Raichur,,39384.51,35647.88,1589.49,26.54
2016-17,KARNATAKA,Shivamogga,,21936.23,19742.6,1024.98,20.7
2016-17,KARNATAKA,Tumakuru,,21454.59,19309.12,313.58,38.28
2016-17,KARNATAKA,Udupi,,,,,
2016-17,KARNATAKA,Uttara Kannada,,,,,
2016-17,KARNATAKA,Vijayapura,,11184.53,10066.06,997.25,58.8
2016-17,KARNATAKA,Yadgir,,27487.67,24738.9,1003.3,14.65
2016-17,KERALA,ALAPPUZHA,,0.0,0.0,,
2016-17,KERALA,ERNAKULAM,,0.0,0.0,,
2016-17,KERALA,IDUKKI,,0.0,0.0,,
2016-17,KERALA,KANNUR,,0.0,0.0,,
2016-17,KERALA,KASARGOD,,0.0,0.0,,
2016-17,KERALA,KOLLAM,,0.0,0.0,,
2016-17,KERALA,KOTTAYAM,,0.0,0.0,,
2016-17,KERALA,KOZHIKKODE,,0.0,0.0,,
2016-17,KERALA,MALAPPURAM,,0.0,0.0,,
2016-17,KERALA,PALAKKAD,,0.0,0.0,,
2016-17,KERALA,PATHANAMTHITTA,,0.0,0.0,,
2016-17,KERALA,THIRUVANANTHAPURAM,,0.0,0.0,,
2016-17,KERALA,THRISSUR,,0.0,0.0,,
2016-17,KERALA,WAYANAD,,0.0,0.0,,
2016-17,MADHYA PRADESH,AGAR MALWA,,3174.1,3015.4,90.13,16.1
2016-17,MADHYA PRADESH,ALIRAJPUR,,0.0,0.0,,
2016-17,MADHYA PRADESH,ANUPPUR,,0.0,0.0,,
2016-17,MADHYA PRADESH,ASHOKNAGAR,,5496.79,4961.26,83.43,15.85
2016-17,MADHYA PRADESH,BALAGHAT,,9684.43,8715.99,342.64,23.76
2016-17,MADHYA PRADESH,BARWANI,,18334.75,17027.19,838.6,19.73
2016-17,MADHYA PRADESH,BETUL,,9738.39,9152.42,528.12,22.32
2016-17,MADHYA PRADESH,BHIND,,44888.62,40399.76,1194.79,13.65
2016-17,MADHYA PRADESH,BHOPAL,,0.0,0.0,,
2016-17,MADHYA PRADESH,BURHANPUR,,3373.91,3205.21,142.04,16.33
2016-17,MADHYA PRADESH,CHHATARPUR,,14736.16,13830.5,578.91,16.38
2016-17,MADHYA PRADESH,CHHINDWARA,,3392.07,3222.47,79.43,24.71
2016-17,MADHYA PRADESH,DAMOH,,9915.22,9020.67,777.87,15.43
2016-17,MADHYA PRADESH,DATIA,,24516.35,23150.73,627.56,22.14
2016-17,MADHYA PRADESH,DEWAS,,4160.1,3744.09,118.56,14.95
2016-17,MADHYA PRADESH,DHAR,,23302.58,21941.95,1006.72,32.49
2016-17,MADHYA PRADESH,DINDORI,,0.0,0.0,,
2016-17,MADHYA PRADESH,GUNA,,10663.14,9784.82,155.1,13.45
2016-17,MADHYA PRADESH,GWALIOR,,37406.82,33666.15,345.37,10.86
2016-17,MADHYA PRADESH,HARDA,,24949.84,22454.86,175.44,6.6
2016-17,MADHYA PRADESH,HOSHANGABAD,,135676.66,128892.84,914.58,6.91
2016-17,MADHYA PRADESH,INDORE,,1250.53,1125.47,143.18,54.25
2016-17,MADHYA PRADESH,JABALPUR,,17431.15,16279.33,528.03,29.14
2016-17,MADHYA PRADESH,JHABUA,,4142.22,3935.11,128.78,15.59
2016-17,MADHYA PRADESH,KATNI,,5062.9,4723.71,187.18,12.08
2016-17,MADHYA PRADESH,KHANDWA,,37950.46,34188.0,520.61,9.06
2016-17,MADHYA PRADESH,KHARGONE,,50780.22,47281.09,1183.34,10.85
2016-17,MADHYA PRADESH,MANDLA,,5847.22,5262.5,322.74,11.87
2016-17,MADHYA PRADESH,MANDSAUR,,0.0,0.0,,
2016-17,MADHYA PRADESH,MORENA,,45932.91,42401.2,2713.28,26.98
2016-17,MADHYA PRADESH,NARSINGHPUR,,12338.9,11721.96,101.26,9.38
2016-17,MADHYA PRADESH,NEEMUCH,,0.0,0.0,,
2016-17,MADHYA PRADESH,PANNA,,5802.05,5221.86,196.57,14.19
2016-17,MADHYA PRADESH,RAISEN,,13342.08,12007.87,243.7,11.97
2016-17,MADHYA PRADESH,RAJGARH,,0.0,0.0,,
2016-17,MADHYA PRADESH,RATLAM,,1018.95,968.01,13.77,23.89
2016-17,MADHYA PRADESH,REWA,,10256.7,9596.98,1101.2,58.58
2016-17,MADHYA PRADESH,SAGAR,,6663.02,6236.89,152.5,16.59
2016-17,MADHYA PRADESH,SATNA,,8032.48,7229.22,346.81,11.16
2016-17,MADHYA PRADESH,SEHORE,,14712.38,13704.82,346.71,22.42
2016-17,MADHYA PRADESH,SEONI,,8349.09,7842.04,265.84,12.87
2016-17,MADHYA PRADESH,SHAHDOL,,789.26,710.33,20.61,16.95
2016-17,MADHYA PRADESH,SHAJAPUR,,0.0,0.0,,
2016-17,MADHYA PRADESH,SHEOPUR,,24735.99,22262.38,365.74,8.97
2016-17,MADHYA PRADESH,SHIVPURI,,9367.83,8566.33,285.85,30.41
2016-17,MADHYA PRADESH,SIDHI,,8767.37,7951.01,69.28,1.36
2016-17,MADHYA PRADESH,SINGRAULI,,717.64,645.87,32.9,15.72
2016-17,MADHYA PRADESH,TIKAMGARH,,9651.83,8987.94,365.14,34.75
2016-17,MADHYA PRADESH,UJJAIN,,0.0,0.0,,
2016-17,MADHYA PRADESH,UMARIA,,0.0,0.0,,
2016-17,MADHYA PRADESH,VIDISHA,,11143.91,10144.11,411.7,18.67
2016-17,MAHARASHTRA,Ahmednagar,,57213.37,54194.76,1629.94,85.4
2016-17,MAHARASHTRA,Akola,,7658.96,7076.31,302.85,51.66
2016-17,MAHARASHTRA,Amravati,,17324.84,16320.3,909.25,64.69
2016-17,MAHARASHTRA,Aurangabad,,27612.36,26093.17,732.38,73.4
2016-17,MAHARASHTRA,Beed,,28213.74,26803.06,712.35,40.09
2016-17,MAHARASHTRA,Bhandara,,59547.63,54391.21,1415.35,13.49
2016-17,MAHARASHTRA,Buldhana,,11228.0,10666.61,685.25,58.3
2016-17,MAHARASHTRA,Chandrapur,,18138.52,17231.59,2777.24,26.18
2016-17,MAHARASHTRA,Dhule,,18850.1,17735.6,328.04,48.5
2016-17,MAHARASHTRA,Gadchiroli,,5839.74,5464.51,435.42,20.45
2016-17,MAHARASHTRA,Gondia,,25643.76,24123.76,3349.7,32.07
2016-17,MAHARASHTRA,Hingoli,,61352.43,58234.64,769.39,31.59
2016-17,MAHARASHTRA,Jalgaon,,40415.04,38318.41,1281.84,73.4
2016-17,MAHARASHTRA,Jalna,,15401.62,14631.52,183.58,37.62
2016-17,MAHARASHTRA,Kolhapur,,14840.54,13421.56,78.48,18.91
2016-17,MAHARASHTRA,Latur,,5611.32,5330.79,352.17,81.46
2016-17,MAHARASHTRA,Nagpur,,34991.28,33183.7,3720.36,40.89
2016-17,MAHARASHTRA,Nanded,,23787.16,22597.76,1134.22,47.06
2016-17,MAHARASHTRA,Nandurbar,,6697.91,6299.87,888.0,51.07
2016-17,MAHARASHTRA,Nashik,,45074.87,42411.34,807.01,48.2
2016-17,MAHARASHTRA,Osmanabad,,5349.59,5045.62,344.09,77.25
2016-17,MAHARASHTRA,Palghar,,3693.95,3456.5,112.3,18.01
2016-17,MAHARASHTRA,Parbhani,,46454.54,44131.84,847.14,40.36
2016-17,MAHARASHTRA,Pune,,84431.74,79683.95,2919.8,64.37
2016-17,MAHARASHTRA,Raigad,,5578.77,5286.66,92.48,7.26
2016-17,MAHARASHTRA,Ratnagiri,,1351.9,1271.82,75.69,25.64
2016-17,MAHARASHTRA,Sangli,,93451.69,87289.32,1706.08,53.55
2016-17,MAHARASHTRA,Satara,,34395.12,32103.98,1150.95,52.52
2016-17,MAHARASHTRA,Sindhudurg,,590.79,555.1,61.28,56.74
2016-17,MAHARASHTRA,Solapur,,34708.83,32939.21,1127.93,85.99
2016-17,MAHARASHTRA,Thane,,2158.77,2048.57,47.6,6.65
2016-17,MAHARASHTRA,Wardha,,35409.08,33638.6,1140.4,48.0
2016-17,MAHARASHTRA,Washim,,8021.7,7607.07,593.23,35.38
2016-17,MAHARASHTRA,Yawatmal,,26748.95,25411.48,1513.93,31.36
2016-17,MANIPUR,BISHNUPUR,,0.0,0.0,,
2016-17,MANIPUR,CHANDEL,,0.0,0.0,,
2016-17,MANIPUR,CHURACHANPUR,,0.0,0.0,,
2016-17,MANIPUR,IMPHAL EAST,,0.0,0.0,,
2016-17,MANIPUR,IMPHAL WEST,,0.0,0.0,,
2016-17,MANIPUR,SENAPATI,,0.0,0.0,,
2016-17,MANIPUR,TAMENGLONG,,0.0,0.0,,
2016-17,MANIPUR,THOUBAL,,0.0,0.0,,
2016-17,MANIPUR,UKHRUL,,0.0,0.0,,
2016-17,MEGHALAYA,EAST GARO HILLS,,0.0,0.0,,
2016-17,MEGHALAYA,EAST JAINTIA HILLS,,0.0,0.0,,
2016-17,MEGHALAYA,EAST KHASI HILLS,,0.0,0.0,,
2016-17,MEGHALAYA,NORTH GARO HILLS,,0.0,0.0,,
2016-17,MEGHALAYA,RI BHOI,,0.0,0.0,,
2016-17,MEGHALAYA,SOUTH GARO HILLS,,0.0,0.0,,
2016-17,MEGHALAYA,SOUTH WEST GARO HILLS,,0.0,0.0,,
2016-17,MEGHALAYA,SOUTH WEST KHASI HILLS,,0.0,0.0,,
2016-17,MEGHALAYA,WEST GARO HILLS,,0.0,0.0,,
2016-17,MEGHALAYA,WEST JAINTIA HILLS,,0.0,0.0,,
