year,STATE,DISTRICT,ASSESSMENT_UNIT,Recharge,Available,Extraction,Stage 
2020-21,KERALA,THRISSUR,,0.0,0.0,,
2020-21,KERALA,WAYANAD,,0.0,0.0,,
2020-21,MADHYA PRADESH,AGAR MALWA,,3174.1,3015.4,90.13,16.1
2020-21,MADHYA PRADESH,ALIRAJPUR,,0.0,0.0,,
2020-21,MADHYA PRADESH,ANUPPUR,,0.0,0.0,,
2020-21,MADHYA PRADESH,ASHOKNAGAR,,5496.79,4961.26,83.43,15.85
2020-21,MADHYA PRADESH,BALAGHAT,,9684.43,8715.99,342.64,23.76
2020-21,MADHYA PRADESH,BARWANI,,18334.75,17027.19,838.6,19.73
2020-21,MADHYA PRADESH,BETUL,,9738.39,9152.42,528.12,22.32
2020-21,MADHYA PRADESH,BHIND,,44888.62,40399.76,1194.79,13.65
2020-21,MADHYA PRADESH,BHOPAL,,0.0,0.0,,
2020-21,MADHYA PRADESH,BURHANPUR,,3373.91,3205.21,142.04,16.33
2020-21,MADHYA PRADESH,CHHATARPUR,,14736.16,13830.5,578.91,16.38
2020-21,MADHYA PRADESH,CHHINDWARA,,3392.07,3222.47,79.43,24.71
2020-21,MADHYA PRADESH,DAMOH,,9915.22,9020.67,777.87,15.43
2020-21,MADHYA PRADESH,DATIA,,24516.35,23150.73,627.56,22.14
2020-21,MADHYA PRADESH,DEWAS,,4160.1,3744.09,118.56,14.95
2020-21,MADHYA PRADESH,DHAR,,23302.58,21941.95,1006.72,32.49
2020-21,MADHYA PRADESH,DINDORI,,0.0,0.0,,
2020-21,MADHYA PRADESH,GUNA,,10663.14,9784.82,155.1,13.45
2020-21,MADHYA PRADESH,GWALIOR,,37406.82,33666.15,345.37,10.86
2020-21,MADHYA PRADESH,HARDA,,24949.84,22454.86,175.44,6.6
2020-21,MADHYA PRADESH,HOSHANGABAD,,135676.66,128892.84,914.58,6.91
2020-21,MADHYA PRADESH,INDORE,,1250.53,1125.47,143.18,54.25
2020-21,MADHYA PRADESH,JABALPUR,,17431.15,16279.33,528.03,29.14
2020-21,MADHYA PRADESH,JHABUA,,4142.22,3935.11,128.78,15.59
2020-21,MADHYA PRADESH,KATNI,,5062.9,4723.71,187.18,12.08
2020-21,MADHYA PRADESH,KHANDWA,,37950.46,34188.0,520.61,9.06
2020-21,MADHYA PRADESH,KHARGONE,,50780.22,47281.09,1183.34,10.85
2020-21,MADHYA PRADESH,MANDLA,,5847.22,5262.5,322.74,11.87
2020-21,MADHYA PRADESH,MANDSAUR,,0.0,0.0,,
2020-21,MADHYA PRADESH,MORENA,,45932.91,42401.2,2713.28,26.98
2020-21,MADHYA PRADESH,NARSINGHPUR,,12338.9,11721.96,101.26,9.38
2020-21,MADHYA PRADESH,NEEMUCH,,0.0,0.0,,
2020-21,MADHYA PRADESH,PANNA,,5802.05,5221.86,196.57,14.19
2020-21,MADHYA PRADESH,RAISEN,,13342.08,12007.87,243.7,11.97
2020-21,MADHYA PRADESH,RAJGARH,,0.0,0.0,,
2020-21,MADHYA PRADESH,RATLAM,,1018.95,968.01,13.77,23.89
2020-21,MADHYA PRADESH,REWA,,10256.7,9596.98,1101.2,58.58
2020-21,MADHYA PRADESH,SAGAR,,6663.02,6236.89,152.5,16.59
2020-21,MADHYA PRADESH,SATNA,,8032.48,7229.22,346.81,11.16
2020-21,MADHYA PRADESH,SEHORE,,14712.38,13704.82,346.71,22.42
2020-21,MADHYA PRADESH,SEONI,,8349.09,7842.04,265.84,12.87
2020-21,MADHYA PRADESH,SHAHDOL,,789.26,710.33,20.61,16.95
2020-21,MADHYA PRADESH,SHAJAPUR,,0.0,0.0,,
2020-21,MADHYA PRADESH,SHEOPUR,,24735.99,22262.38,365.74,8.97
2020-21,MADHYA PRADESH,SHIVPURI,,9367.83,8566.33,285.85,30.41
2020-21,MADHYA PRADESH,SIDHI,,8767.37,7951.01,69.28,1.36
2020-21,MADHYA PRADESH,SINGRAULI,,717.64,645.87,32.9,15.72
2020-21,MADHYA PRADESH,TIKAMGARH,,9651.83,8987.94,365.14,34.75
2020-21,MADHYA PRADESH,UJJAIN,,0.0,0.0,,
2020-21,MADHYA PRADESH,UMARIA,,0.0,0.0,,
2020-21,MADHYA PRADESH,VIDISHA,,11143.91,10144.11,411.7,18.67
2020-21,MAHARASHTRA,Ahmednagar,,57213.37,54194.76,1629.94,85.4
2020-21,MAHARASHTRA,Akola,,7658.96,7076.31,302.85,51.66
2020-21,MAHARASHTRA,Amravati,,17324.84,16320.3,909.25,64.69
2020-21,MAHARASHTRA,Aurangabad,,27612.36,26093.17,732.38,73.4
2020-21,MAHARASHTRA,Beed,,28213.74,26803.06,712.35,40.09
2020-21,MAHARASHTRA,Bhandara,,59547.63,54391.21,1415.35,13.49
2020-21,MAHARASHTRA,Buldhana,,11228.0,10666.61,685.25,58.3
2020-21,MAHARASHTRA,Chandrapur,,18138.52,17231.59,2777.24,26.18
2020-21,MAHARASHTRA,Dhule,,18850.1,17735.6,328.04,48.5
2020-21,MAHARASHTRA,Gadchiroli,,5839.74,5464.51,435.42,20.45
2020-21,MAHARASHTRA,Gondia,,25643.76,24123.76,3349.7,32.07
2020-21,MAHARASHTRA,Hingoli,,61352.43,58234.64,769.39,31.59
2020-21,MAHARASHTRA,Jalgaon,,40415.04,38318.41,1281.84,73.4
2020-21,MAHARASHTRA,Jalna,,15401.62,14631.52,183.58,37.62
2020-21,MAHARASHTRA,Kolhapur,,14840.54,13421.56,78.48,18.91
2020-21,MAHARASHTRA,Latur,,5611.32,5330.79,352.17,81.46
2020-21,MAHARASHTRA,Nagpur,,34991.28,33183.7,3720.36,40.89
2020-21,MAHARASHTRA,Nanded,,23787.16,22597.76,1134.22,47.06
2020-21,MAHARASHTRA,Nandurbar,,6697.91,6299.87,888.0,51.07
2020-21,MAHARASHTRA,Nashik,,45074.87,42411.34,807.01,48.2
2020-21,MAHARASHTRA,Osmanabad,,5349.59,5045.62,344.09,77.25
2020-21,MAHARASHTRA,Palghar,,3693.95,3456.5,112.3,18.01
2020-21,MAHARASHTRA,Parbhani,,46454.54,44131.84,847.14,40.36
2020-21,MAHARASHTRA,Pune,,84431.74,79683.95,2919.8,64.37
2020-21,MAHARASHTRA,Raigad,,5578.77,5286.66,92.48,7.26
2020-21,MAHARASHTRA,Ratnagiri,,1351.9,1271.82,75.69,25.64
2020-21,MAHARASHTRA,Sangli,,93451.69,87289.32,1706.08,53.55
2020-21,MAHARASHTRA,Satara,,34395.12,32103.98,1150.95,52.52
2020-21,MAHARASHTRA,Sindhudurg,,590.79,555.1,61.28,56.74
2020-21,MAHARASHTRA,Solapur,,34708.83,32939.21,1127.93,85.99
2020-21,MAHARASHTRA,Thane,,2158.77,2048.57,47.6,6.65
2020-21,MAHARASHTRA,Wardha,,35409.08,33638.6,1140.4,48.0
2020-21,MAHARASHTRA,Washim,,8021.7,7607.07,593.23,35.38
2020-21,MAHARASHTRA,Yawatmal,,26748.95,25411.48,1513.93,31.36
2020-21,MANIPUR,BISHNUPUR,,0.0,0.0,,
2020-21,MANIPUR,CHANDEL,,0.0,0.0,,
2020-21,MANIPUR,CHURACHANPUR,,0.0,0.0,,
2020-21,MANIPUR,IMPHAL EAST,,0.0,0.0,,
2020-21,MANIPUR,IMPHAL WEST,,0.0,0.0,,
2020-21,MANIPUR,SENAPATI,,0.0,0.0,,
2020-21,MANIPUR,TAMENGLONG,,0.0,0.0,,
2020-21,MANIPUR,THOUBAL,,0.0,0.0,,
2020-21,MANIPUR,UKHRUL,,0.0,0.0,,
2020-21,MEGHALAYA,EAST GARO HILLS,,0.0,0.0,,
2020-21,MEGHALAYA,EAST JAINTIA HILLS,,0.0,0.0,,
2020-21,MEGHALAYA,EAST KHASI HILLS,,0.0,0.0,,
2020-21,MEGHALAYA,NORTH GARO HILLS,,0.0,0.0,,
2020-21,MEGHALAYA,RI BHOI,,0.0,0.0,,
2020-21,MEGHALAYA,SOUTH GARO HILLS,,0.0,0.0,,
2020-21,MEGHALAYA,SOUTH WEST GARO HILLS,,0.0,0.0,,
2020-21,MEGHALAYA,SOUTH WEST KHASI HILLS,,0.0,0.0,,
2020-21,MEGHALAYA,WEST GARO HILLS,,0.0,0.0,,
2020-21,MEGHALAYA,WEST JAINTIA HILLS,,0.0,0.0,,
2020-21,MEGHALAYA,WEST KHASI HILLS,,0.0,0.0,,
2020-21,MIZORAM,AIZAWL,,0.0,0.0,,
2020-21,MIZORAM,CHAMPHAI,,0.0,0.0,,
2020-21,MIZORAM,KOLASIB,,0.0,0.0,,
2020-21,MIZORAM,LAWNGTLAI,,0.0,0.0,,
2020-21,MIZORAM,LUNGLEI,,0.0,0.0,,
2020-21,MIZORAM,MAMIT,,0.0,0.0,,
2020-21,MIZORAM,SAIHA,,0.0,0.0,,
2020-21,MIZORAM,SERCHHIP,,0.0,0.0,,
2020-21,NAGALAND,Dimapur,,0.0,0.0,,
2020-21,NAGALAND,Kiphire,,0.0,0.0,,
2020-21,NAGALAND,Kohima,,0.0,0.0,,
2020-21,NAGALAND,Longleng,,0.0,0.0,,
2020-21,NAGALAND,Mokokchung,,0.0,0.0,,
2020-21,NAGALAND,Mon,,0.0,0.0,,
2020-21,NAGALAND,Peren,,0.0,0.0,,
2020-21,NAGALAND,Phek,,0.0,0.0,,
2020-21,NAGALAND,Tuensang,,0.0,0.0,,
2020-21,NAGALAND,Wokha,,0.0,0.0,,
2020-21,NAGALAND,Zunheboto,,0.0,0.0,,
2020-21,ODISHA,ANGUL,,4212.74,3791.45,115.72,32.9
2020-21,ODISHA,BALASORE,,20211.43,18190.28,576.87,20.72
2020-21,ODISHA,BARGARH,,9198.48,8278.63,524.86,21.7
2020-21,ODISHA,BHADRAK,,42923.01,38853.75,1857.71,57.5
2020-21,ODISHA,BOLANGIR,,1805.37,1624.83,54.18,29.35
2020-21,ODISHA,BOUDH,,7213.68,6492.32,385.81,25.27
2020-21,ODISHA,CUTTACK,,26197.28,23577.55,1420.42,40.15
2020-21,ODISHA,DEOGARH,,9458.73,8512.86,53.13,23.05
2020-21,ODISHA,DHENKANAL,,15125.56,13755.84,804.16,26.68
2020-21,ODISHA,GAJAPATI,,2317.48,2085.73,207.57,40.71
2020-21,ODISHA,GANJAM,,41724.09,37551.68,3971.57,36.51
2020-21,ODISHA,JAGATSINGHPUR,,28709.29,25838.36,1196.33,49.71
2020-21,ODISHA,JAJPUR,,12055.95,10955.47,720.89,52.63
2020-21,ODISHA,JHARSUGUDA,,0.0,0.0,,
2020-21,ODISHA,KALAHANDI,,21289.63,19160.66,1112.19,21.74
2020-21,ODISHA,KANDHAMAL,,1573.78,1416.4,10.42,31.15
2020-21,ODISHA,KENDRAPARA,,19943.2,17948.87,664.87,34.55
2020-21,ODISHA,KEONJHAR,,9327.37,8394.63,268.97,40.21
2020-21,ODISHA,KHURDA,,16101.7,14491.52,925.64,40.94
2020-21,ODISHA,KORAPUT,,9766.43,8789.78,550.57,18.6
2020-21,ODISHA,MALKANGIRI,,9034.99,8131.48,197.0,9.84
2020-21,ODISHA,MAYURBHANJ,,26265.69,23639.09,313.67,25.52
2020-21,ODISHA,NABARANGAPUR,,1900.12,1710.1,186.39,20.15
2020-21,ODISHA,NAYAGARH,,6279.47,5651.52,423.73,35.02
2020-21,ODISHA,NUAPADA,,5899.08,5309.16,352.78,48.53
2020-21,ODISHA,PURI,,34683.88,31806.78,2959.74,43.66
2020-21,ODISHA,RAYAGADA,,2785.84,2507.25,53.59,26.31
2020-21,ODISHA,SAMBALPUR,,15747.92,14173.13,371.41,13.27
2020-21,ODISHA,SUBARNAPUR,,8172.39,7443.99,708.92,25.47
2020-21,ODISHA,SUNDARGARH,,4683.05,4214.74,59.67,24.79
2020-21,PUNJAB,Amritsar,,156231.58,142135.86,6118.31,167.35
2020-21,PUNJAB,Barnala,,60066.46,54059.81,2421.33,211.52
2020-21,PUNJAB,Bathinda,,136488.88,122839.99,5623.6,106.87
2020-21,PUNJAB,Faridkot,,79073.74,71166.36,2482.01,138.65
2020-21,PUNJAB,Fatehgarh Sahib,,62720.03,56448.02,2435.62,202.36
2020-21,PUNJAB,Fazilka,,104087.21,93678.49,4485.04,78.67
2020-21,PUNJAB,Firozpur,,148857.1,133971.39,3079.35,133.73
2020-21,PUNJAB,Gurdaspur,,183740.92,167293.2,6255.43,124.46
2020-21,PUNJAB,Hoshiarpur,,97175.55,88926.24,5907.19,102.32
2020-21,PUNJAB,Jalandhar,,113150.64,102436.8,11954.52,257.59
2020-21,PUNJAB,Kapurthala,,74357.99,66922.18,3051.64,220.62
2020-21,PUNJAB,Ludhiana,,182446.45,164201.81,13305.85,211.16
2020-21,PUNJAB,Mansa,,106674.41,96006.96,2869.29,154.02
2020-21,PUNJAB,Moga,,100255.32,90229.78,3678.05,250.4
2020-21,PUNJAB,Muktsar,,128949.14,116054.23,3369.0,43.49
2020-21,PUNJAB,Pathankot,,41500.49,37350.44,2517.86,53.21
2020-21,PUNJAB,Patiala,,139453.17,126131.53,7062.23,226.43
2020-21,PUNJAB,Rupnagar,,44555.41,40977.55,2550.34,100.9
2020-21,PUNJAB,Sangrur,,124192.82,111773.54,5617.31,301.62
2020-21,PUNJAB,Tarn Taran,,97675.01,87907.5,4180.28,193.38
2020-21,RAJASTHAN,AJMER,,0.0,0.0,,
2020-21,RAJASTHAN,ALWAR,,0.0,0.0,,
2020-21,RAJASTHAN,BANSWARA,,10607.58,9546.82,1135.62,55.77
2020-21,RAJASTHAN,BARAN,,15842.69,14258.41,1378.28,84.84
2020-21,RAJASTHAN,BARMER,,0.0,0.0,,
2020-21,RAJASTHAN,BHARATPUR,,0.0,0.0,,
2020-21,RAJASTHAN,BHILWARA,,5303.43,4780.74,321.32,135.94
2020-21,RAJASTHAN,BIKANER,,316.91,286.62,6.4,2.23
2020-21,RAJASTHAN,BUNDI,,14829.93,13346.93,886.29,69.71
2020-21,RAJASTHAN,CHITTAURGARH,,4684.14,4252.92,275.88,155.11
2020-21,RAJASTHAN,CHURU,,0.0,0.0,,
2020-21,RAJASTHAN,DAUSA,,0.0,0.0,,
2020-21,RAJASTHAN,DHAULPUR,,1177.96,1118.76,216.37,146.29
2020-21,RAJASTHAN,DUNGARPUR,,2537.61,2283.85,89.72,31.9
2020-21,RAJASTHAN,GANGANAGAR,,48937.55,44612.46,33.67,38.97
2020-21,RAJASTHAN,HANUMANGARH,,22240.68,20081.26,850.15,63.29
2020-21,RAJASTHAN,JAIPUR,,0.0,0.0,,
2020-21,RAJASTHAN,JAISALMER,,0.0,0.0,,
2020-21,RAJASTHAN,JALOR,,16747.65,15072.89,69.12,99.91
2020-21,RAJASTHAN,JHALAWAR,,4788.91,4341.24,819.63,171.22
2020-21,RAJASTHAN,JHUNJHUNU,,0.0,0.0,,
2020-21,RAJASTHAN,JODHPUR,,0.0,0.0,,
2020-21,RAJASTHAN,KARAULI,,2841.55,2557.39,369.31,210.1
2020-21,RAJASTHAN,KOTA,,29679.87,26711.88,3424.82,77.82
2020-21,RAJASTHAN,NAGAUR,,0.0,0.0,,
2020-21,RAJASTHAN,PALI,,3126.88,2814.19,272.37,128.42
2020-21,RAJASTHAN,PRATAPGARH,,1652.67,1487.94,94.71,96.79
2020-21,RAJASTHAN,RAJSAMAND,,1394.59,1255.12,177.72,91.32
2020-21,RAJASTHAN,SAWAI MADHOPUR,,5285.75,4757.17,1289.34,199.51
2020-21,RAJASTHAN,SIKAR,,0.0,0.0,,
2020-21,RAJASTHAN,SIROHI,,0.0,0.0,,
2020-21,RAJASTHAN,TONK,,11409.6,10268.64,1658.34,80.09
2020-21,RAJASTHAN,UDAIPUR,,3615.44,3253.88,156.17,68.96
2020-21,SIKKIM,Mangan,,0.0,0.0,,
2020-21,SIKKIM,Soreng,,0.0,0.0,,
2020-21,TAMILNADU,ARIYALUR,,9666.57,8699.91,,
2020-21,TAMILNADU,CHENGALPATTU,,82.63,74.36,,
2020-21,TAMILNADU,CHENNAI,,140.16,126.14,,
2020-21,TAMILNADU,COIMBATORE,,0.0,0.0,,
2020-21,TAMILNADU,CUDDALORE,,3614.19,3252.77,,
2020-21,TAMILNADU,DHARMAPURI,,1000.0,900.0,,
2020-21,TAMILNADU,DINDIGUL,,5832.49,5249.23,,
2020-21,TAMILNADU,ERODE,,209.78,188.8,,
2020-21,TAMILNADU,KALLAKURICHCHI,,606.95,546.23,,
2020-21,TAMILNADU,KANCHEEPURAM,,51.04,45.92,,
2020-21,TAMILNADU,KANNIYAKUMARI,,17785.87,16007.27,,
2020-21,TAMILNADU,KARUR,,0.0,0.0,,
2020-21,TAMILNADU,KRISHNAGIRI,,5.32,4.79,,
2020-21,TAMILNADU,MADURAI,,6346.09,5711.47,,
2020-21,TAMILNADU,NAGAPATTINAM,,116.09,104.49,,
2020-21,TAMILNADU,NAMAKKAL,,6433.71,5790.35,,
2020-21,TAMILNADU,PERAMBALUR,,5164.58,4648.11,,
2020-21,TAMILNADU,PUDUKKOTTAI,,12218.49,10996.63,,
2020-21,TAMILNADU,RAMANATHAPURAM,,0.0,0.0,,
2020-21,TAMILNADU,RANIPET,,10.96,9.85,,
2020-21,TAMILNADU,SALEM,,10732.02,9658.77,,
2020-21,TAMILNADU,SIVAGANGAI,,0.0,0.0,,
2020-21,TAMILNADU,TENKASI,,27898.92,25108.98,0.0,0.0
2020-21,TAMILNADU,THANJAVUR,,22015.87,19814.26,,
2020-21,TAMILNADU,THE NILGIRIS,,164.35,147.91,,
2020-21,TAMILNADU,THENI,,2724.3,2451.87,,
2020-21,TAMILNADU,THIRUVARUR,,3541.97,3187.77,,
2020-21,TAMILNADU,THOOTHUKUDI,,1821.4,1639.26,,
2020-21,TAMILNADU,TIRUCHIRAPPALLI,,14344.8,12910.31,,
2020-21,TAMILNADU,TIRUNELVELI,,23929.96,21536.91,,
2020-21,TAMILNADU,TIRUPATHUR,,2.84,2.56,,
2020-21,TAMILNADU,TIRUPPUR,,0.0,0.0,,
2020-21,TAMILNADU,TIRUVALLUR,,346.96,312.25,,
2020-21,TAMILNADU,TIRUVANNAMALAI,,225.7,203.12,,
2020-21,TAMILNADU,VELLORE,,7.7,6.9,,
2020-21,TAMILNADU,VILLUPURAM,,0.0,0.0,,
2020-21,TAMILNADU,VIRUDHUNAGAR,,5073.98,4566.58,,
2020-21,TELANGANA,Adilabad,,4798.13,4318.31,254.36,29.16
2020-21,TELANGANA,Bhadradri Kothagudem,,14916.26,13424.62,845.7,18.0
2020-21,TELANGANA,Hanumakonda,,8052.78,7247.49,422.1,47.8
2020-21,TELANGANA,Hyderabad,,,,,
2020-21,TELANGANA,Jagtial,,39165.39,35885.45,747.65,52.25
2020-21,TELANGANA,Jangaon,,6079.67,5471.7,463.97,59.17
2020-21,TELANGANA,Jayashankar Bhupalapally,,16195.29,14769.6,774.86,63.81
2020-21,TELANGANA,Jogulamba Gadwal,,28749.32,25874.37,360.23,35.82
2020-21,TELANGANA,Kamareddy,,10212.82,9308.56,563.4,37.08
2020-21,TELANGANA,Karimnagar,,39770.48,35793.43,806.83,39.62
2020-21,TELANGANA,Khammam,,88409.9,79568.89,2125.72,26.22
2020-21,TELANGANA,Komarambheem Asifabad,,0.0,0.0,,
2020-21,TELANGANA,Mahabubabad,,34290.87,30861.75,539.81,59.8
2020-21,TELANGANA,Mahabubnagar,,,,,
2020-21,TELANGANA,Mancherial,,34644.88,31180.4,531.13,19.16
2020-21,TELANGANA,Medak,,5057.7,4551.92,48.51,45.74
2020-21,TELANGANA,Medchal Malkajgiri,,,,,
2020-21,TELANGANA,Mulug,,14785.49,13306.94,45.58,32.08
2020-21,TELANGANA,Nagarkurnool,,,,,
2020-21,TELANGANA,Nalgonda,,89225.59,80331.51,3519.5,38.78
2020-21,TELANGANA,Narayanpet,,15567.32,14010.59,0.0,28.91
2020-21,TELANGANA,Nirmal,,18854.77,16969.3,431.35,29.13
2020-21,TELANGANA,Nizamabad,,52648.93,47384.04,1277.94,68.73
2020-21,TELANGANA,Peddapalle,,36781.88,33842.76,1284.14,39.83
2020-21,TELANGANA,Rajanna Siricilla,,,,,
2020-21,TELANGANA,Rangareddy,,,,,
2020-21,TELANGANA,Sangareddy,,1336.56,1202.9,18.65,21.84
2020-21,TELANGANA,Siddipet,,,,,
2020-21,TELANGANA,Suryapet,,105404.77,94864.3,1275.22,13.62
2020-21,TELANGANA,Vikarabad,,,,,
2020-21,TELANGANA,Wanaparthy,,7386.61,6703.48,192.58,28.23
2020-21,TELANGANA,Warangal,,55312.31,49904.24,341.07,40.61
2020-21,TELANGANA,Yadadri Bhuvanagiri,,15653.75,14173.87,226.08,20.57
2020-21,TRIPURA,DHALAI,,0.0,0.0,,
2020-21,TRIPURA,GOMATI,,0.0,0.0,,
2020-21,TRIPURA,KHOWAI,,0.0,0.0,,
2020-21,TRIPURA,NORTH TRIPURA,,0.0,0.0,,
2020-21,TRIPURA,SEPAHIJALA,,0.0,0.0,,
2020-21,TRIPURA,SOUTH TRIPURA,,0.0,0.0,,
2020-21,TRIPURA,UNAKOTI,,0.0,0.0,,
2020-21,TRIPURA,WEST TRIPURA,,0.0,0.0,,
2020-21,UTTAR PRADESH,AGRA,,85379.22,79175.53,10386.66,116.8
2020-21,UTTAR PRADESH,ALIGARH,,105109.95,96435.46,11080.98,72.51
2020-21,UTTAR PRADESH,AMBEDKAR NAGAR,,80402.51,73340.4,6033.74,62.02
2020-21,UTTAR PRADESH,AMETHI,,90313.34,82027.24,4729.24,61.06
2020-21,UTTAR PRADESH,AMROHA,,53496.73,50821.88,4564.47,96.4
2020-21,UTTAR PRADESH,AURAIYA,,72848.14,66345.38,2811.57,49.08
2020-21,UTTAR PRADESH,AYODHYA,,99866.63,91977.5,6691.13,63.13
2020-21,UTTAR PRADESH,AZAMGARH,,121000.1,113251.72,12787.7,68.58
2020-21,UTTAR PRADESH,BAGPAT,,39025.58,35906.31,2.45,97.9
2020-21,UTTAR PRADESH,BAHRAICH,,140697.54,132290.95,9178.6,54.09
2020-21,UTTAR PRADESH,BALLIA,,93528.69,87063.26,7698.07,62.73
2020-21,UTTAR PRADESH,BALRAMPUR,,95175.8,87291.34,5795.61,56.46
2020-21,UTTAR PRADESH,BANDA,,67457.92,63068.34,3762.52,65.03
2020-21,UTTAR PRADESH,BARABANKI,,204633.79,189227.52,8511.84,61.16
2020-21,UTTAR PRADESH,BAREILLY,,132457.06,125453.38,13150.76,67.94
2020-21,UTTAR PRADESH,BASTI,,78844.63,72479.21,6212.45,62.83
2020-21,UTTAR PRADESH,BIJNOR,,146628.52,135588.52,7567.86,69.37
2020-21,UTTAR PRADESH,BUDAUN,,84566.98,79125.41,8091.96,77.13
2020-21,UTTAR PRADESH,BULANDSHAHAR,,164045.66,151760.0,6449.51,91.38
2020-21,UTTAR PRADESH,CHANDAULI,,55974.33,51442.68,4439.93,52.61
2020-21,UTTAR PRADESH,CHITRAKOOT,,41176.93,37637.5,2375.04,82.66
2020-21,UTTAR PRADESH,DEORIA,,141143.86,129077.54,6870.06,59.15
2020-21,UTTAR PRADESH,ETAH,,62342.09,57190.39,4426.67,79.73
2020-21,UTTAR PRADESH,ETAWAH,,81401.08,74377.36,3091.88,42.71
2020-21,UTTAR PRADESH,FARRUKHABAD,,55959.58,51232.13,3784.93,73.27
2020-21,UTTAR PRADESH,FATEHPUR,,148919.71,138088.75,6945.93,70.27
2020-21,UTTAR PRADESH,FIROZABAD,,72334.04,66998.89,6405.04,112.0
2020-21,UTTAR PRADESH,G.B.NAGAR,,67159.4,61235.19,1530.81,101.52
2020-21,UTTAR PRADESH,GHAZIABAD,,42994.08,39537.27,8060.3,113.97
2020-21,UTTAR PRADESH,GHAZIPUR,,100703.66,95062.52,6582.8,60.83
2020-21,UTTAR PRADESH,GONDA,,100810.16,95098.48,9194.93,61.17
2020-21,UTTAR PRADESH,GORAKHPUR,,177653.66,162574.57,8686.27,59.76
2020-21,UTTAR PRADESH,HAMIRPUR,,53430.07,49274.64,2125.79,68.1
2020-21,UTTAR PRADESH,HAPUR,,52402.32,49239.51,3.27,100.18
2020-21,UTTAR PRADESH,HARDOI,,190954.65,175044.7,8219.51,58.32
2020-21,UTTAR PRADESH,HATHRAS,,66062.71,60900.13,3966.28,95.57
2020-21,UTTAR PRADESH,JALAUN,,116860.23,107643.87,4162.29,50.47
2020-21,UTTAR PRADESH,JAUNPUR,,131876.34,121359.98,12180.13,71.02
2020-21,UTTAR PRADESH,JHANSI,,80331.73,75209.43,3030.01,57.79
2020-21,UTTAR PRADESH,KANNAUJ,,73348.97,68168.77,4191.18,64.74
2020-21,UTTAR PRADESH,KANPUR DEHAT,,96440.41,89398.87,3925.7,72.96
2020-21,UTTAR PRADESH,KANPUR NAGAR,,88483.53,82606.71,7502.8,76.06
2020-21,UTTAR PRADESH,KASGANJ,,60019.77,55797.06,3786.7,73.51
2020-21,UTTAR PRADESH,KAUSHAMBI,,55906.21,51456.45,4266.45,76.52
2020-21,UTTAR PRADESH,KUSHI NAGAR,,175791.06,158877.47,8272.46,42.37
2020-21,UTTAR PRADESH,LAKHIMPUR KHERI,,215149.33,200857.99,11307.14,60.26
2020-21,UTTAR PRADESH,LALITPUR,,44341.12,41151.27,3256.65,79.58
2020-21,UTTAR PRADESH,LUCKNOW,,77212.48,71437.69,11666.73,66.49
2020-21,UTTAR PRADESH,MAHOBA,,21471.69,20083.16,1114.08,93.57
2020-21,UTTAR PRADESH,MAHRAJGANJ,,107526.86,99669.26,6716.82,60.27
2020-21,UTTAR PRADESH,MAINPURI,,94958.95,87386.42,4770.12,69.24
2020-21,UTTAR PRADESH,MATHURA,,124111.09,114757.33,6175.51,73.1
2020-21,UTTAR PRADESH,MAUNATH BHANJAN,,50015.31,46121.39,5989.67,65.68
2020-21,UTTAR PRADESH,MEERUT,,85085.96,79096.17,8766.22,77.69
2020-21,UTTAR PRADESH,MIRZAPUR,,63759.08,58442.03,6474.91,60.31
2020-21,UTTAR PRADESH,MORADABAD,,72007.79,67566.92,10051.78,85.03
2020-21,UTTAR PRADESH,MUZAFFARNAGAR,,117557.13,108153.27,6555.94,72.57
2020-21,UTTAR PRADESH,PILIBHIT,,119839.62,112185.4,5158.34,57.2
2020-21,UTTAR PRADESH,PRATAPGARH,,147965.2,137620.66,7853.59,74.75
2020-21,UTTAR PRADESH,PRAYAGRAJ,,147078.38,135052.05,16415.99,74.19
2020-21,UTTAR PRADESH,RAIBARELI,,131794.48,122099.81,6725.43,55.68
2020-21,UTTAR PRADESH,RAMPUR,,77384.78,71890.6,4930.74,72.11
2020-21,UTTAR PRADESH,SAHARANPUR,,132546.64,124716.66,6976.31,106.45
2020-21,UTTAR PRADESH,SAMBHAL,,49614.47,46540.89,5401.36,85.93
2020-21,UTTAR PRADESH,SANT KABIR NAGAR,,47250.37,44263.87,4110.76,66.17
2020-21,UTTAR PRADESH,SANT RAVIDAS NAGAR,,36687.9,33517.54,3336.18,80.26
2020-21,UTTAR PRADESH,SHAHJAHANPUR,,136624.75,127221.07,8071.57,60.84
2020-21,UTTAR PRADESH,SHAMLI,,45210.14,42549.8,3009.89,104.18
2020-21,UTTAR PRADESH,SHRAWASTI,,49082.38,46628.26,4.53,58.93
2020-21,UTTAR PRADESH,SIDDHARTH NAGAR,,92838.87,87601.59,6930.18,61.74
2020-21,UTTAR PRADESH,SITAPUR,,224591.13,206561.2,10628.9,57.34
2020-21,UTTAR PRADESH,SONBHADRA,,25204.08,23373.77,4071.87,64.67
2020-21,UTTAR PRADESH,SULTANPUR,,90915.59,83642.92,5776.6,60.28
2020-21,UTTAR PRADESH,UNNAO,,189106.61,177500.96,8150.97,60.67
2020-21,UTTAR PRADESH,VARANASI,,57048.76,53394.36,10328.05,91.21
2020-21,UTTARAKHAND,ALMORA,,,0.0,,
